ID,Name,Description,Media_Type,Download_URL,Path_In_Zip,size
eng_word-list_1976_12_mp3,eng_word-list_1976_12.mp3,56 kbps,audio/mpeg,http://archive.phonetics.ucla.edu/Language/ENG/eng_word-list_1976_12.mp3,,1042900
eng_word-list_1976_13_wav,eng_word-list_1976_13.wav,"44.1 kHz, 16-bit sound depth (bit rate=705 kbps)",audio/x-wav,http://archive.phonetics.ucla.edu/Language/ENG/eng_word-list_1976_13.wav,,4880428
eng_word-list_1976_13_mp3,eng_word-list_1976_13.mp3,56 kbps,audio/mpeg,http://archive.phonetics.ucla.edu/Language/ENG/eng_word-list_1976_13.mp3,,886165
eng_word-list_1976_14_wav,eng_word-list_1976_14.wav,"44.1 kHz, 16-bit sound depth (bit rate=705 kbps)",audio/x-wav,http://archive.phonetics.ucla.edu/Language/ENG/eng_word-list_1976_14.wav,,4188858
eng_word-list_1976_14_mp3,eng_word-list_1976_14.mp3,56 kbps,audio/mpeg,http://archive.phonetics.ucla.edu/Language/ENG/eng_word-list_1976_14.mp3,,760777
eng_word-list_1976_15_wav,eng_word-list_1976_15.wav,"44.1 kHz, 16-bit sound depth (bit rate=705 kbps)",audio/x-wav,http://archive.phonetics.ucla.edu/Language/ENG/eng_word-list_1976_15.wav,,4949672
eng_word-list_1976_15_mp3,eng_word-list_1976_15.mp3,56 kbps,audio/mpeg,http://archive.phonetics.ucla.edu/Language/ENG/eng_word-list_1976_15.mp3,,898704
eng_word-list_1976_16_wav,eng_word-list_1976_16.wav,"44.1 kHz, 16-bit sound depth (bit rate=705 kbps)",audio/x-wav,http://archive.phonetics.ucla.edu/Language/ENG/eng_word-list_1976_16.wav,,6438888
eng_word-list_1976_16_mp3,eng_word-list_1976_16.mp3,56 kbps,audio/mpeg,http://archive.phonetics.ucla.edu/Language/ENG/eng_word-list_1976_16.mp3,,1169123
eng_word-list_1976_17_wav,eng_word-list_1976_17.wav,"44.1 kHz, 16-bit sound depth (bit rate=705 kbps)",audio/x-wav,http://archive.phonetics.ucla.edu/Language/ENG/eng_word-list_1976_17.wav,,4594728
eng_word-list_1976_17_mp3,eng_word-list_1976_17.mp3,56 kbps,audio/mpeg,http://archive.phonetics.ucla.edu/Language/ENG/eng_word-list_1976_17.mp3,,834338
eng_word-list_1976_18_wav,eng_word-list_1976_18.wav,"44.1 kHz, 16-bit sound depth (bit rate=705 kbps)",audio/x-wav,http://archive.phonetics.ucla.edu/Language/ENG/eng_word-list_1976_18.wav,,2846594
eng_word-list_1976_18_mp3,eng_word-list_1976_18.mp3,56 kbps,audio/mpeg,http://archive.phonetics.ucla.edu/Language/ENG/eng_word-list_1976_18.mp3,,517107
eng_word-list_1976_19_wav,eng_word-list_1976_19.wav,"44.1 kHz, 16-bit sound depth (bit rate=705 kbps)",audio/x-wav,http://archive.phonetics.ucla.edu/Language/ENG/eng_word-list_1976_19.wav,,5248988
eng_word-list_1976_19_mp3,eng_word-list_1976_19.mp3,56 kbps,audio/mpeg,http://archive.phonetics.ucla.edu/Language/ENG/eng_word-list_1976_19.mp3,,953038
eng_word-list_1976_20_wav,eng_word-list_1976_20.wav,"44.1 kHz, 16-bit sound depth (bit rate=705 kbps)",audio/x-wav,http://archive.phonetics.ucla.edu/Language/ENG/eng_word-list_1976_20.wav,,3264864
eng_word-list_1976_20_mp3,eng_word-list_1976_20.mp3,56 kbps,audio/mpeg,http://archive.phonetics.ucla.edu/Language/ENG/eng_word-list_1976_20.mp3,,593176
eng_word-list_1976_21_wav,eng_word-list_1976_21.wav,"44.1 kHz, 16-bit sound depth (bit rate=705 kbps)",audio/x-wav,http://archive.phonetics.ucla.edu/Language/ENG/eng_word-list_1976_21.wav,,3441710
eng_word-list_1976_21_mp3,eng_word-list_1976_21.mp3,56 kbps,audio/mpeg,http://archive.phonetics.ucla.edu/Language/ENG/eng_word-list_1976_21.mp3,,625358
eng_word-list_1977_01_wav,eng_word-list_1977_01.wav,"44.1 kHz, 16-bit sound depth (bit rate=705 kbps)",audio/x-wav,http://archive.phonetics.ucla.edu/Language/ENG/eng_word-list_1977_01.wav,,17983480
eng_word-list_1977_01_mp3,eng_word-list_1977_01.mp3,56 kbps,audio/mpeg,http://archive.phonetics.ucla.edu/Language/ENG/eng_word-list_1977_01.mp3,,3263099
iso_word-list_1962_01_wav,iso_word-list_1962_01.wav,"44.1 K, 16-bit sound depth (bit rate=705 kbps)",audio/x-wav,http://archive.phonetics.ucla.edu/Language/ISO/iso_word-list_1962_01.wav,,11704868
iso_word-list_1962_01_mp3,iso_word-list_1962_01.mp3,56 kpbs,audio/mpeg,http://archive.phonetics.ucla.edu/Language/ISO/iso_word-list_1962_01.mp3,,929920
iso_word-list_1962_01_jpg,iso_word-list_1962_01.jpg,300 dpi,image/jpeg,http://archive.phonetics.ucla.edu/Language/ISO/iso_word-list_1962_01.jpg,,185640
iso_word-list_1962_01_tif,iso_word-list_1962_01.tif,300 dpi,image/tiff,http://archive.phonetics.ucla.edu/Language/ISO/iso_word-list_1962_01.tif,,814396
ndo_word-list_1988_01_wav,ndo_word-list_1988_01.wav,"44.1 kHz, 16-bit sound depth (bit rate=705 kbps)",audio/x-wav,http://archive.phonetics.ucla.edu/Language/NDO/ndo_word-list_1988_01.wav,,2316308
ndo_word-list_1988_01_mp3,ndo_word-list_1988_01.mp3,56 kbps,audio/mpeg,http://archive.phonetics.ucla.edu/Language/NDO/ndo_word-list_1988_01.mp3,,420976
ndo_word-list_1988_01_jpg,ndo_word-list_1988_01.jpg,300 dpi,image/jpeg,http://archive.phonetics.ucla.edu/Language/NDO/ndo_word-list_1988_01.jpg,,848096
ndo_word-list_1988_01_tif,ndo_word-list_1988_01.tif,300 dpi,image/tiff,http://archive.phonetics.ucla.edu/Language/NDO/ndo_word-list_1988_01.tif,,10232012
arz_word-list_1971_01_wav,arz_word-list_1971_01.wav,"44.1 K, 16-bit sound depth (bit rate=705 kbps)",audio/x-wav,http://archive.phonetics.ucla.edu/Language/ARZ/arz_word-list_1971_01.wav,,32089854
arz_word-list_1971_01_mp3,arz_word-list_1971_01.mp3,56 kpbs,audio/mpeg,http://archive.phonetics.ucla.edu/Language/ARZ/arz_word-list_1971_01.mp3,,5822262
arz_word-list_1971_01_jpg,arz_word-list_1971_01.jpg,300 dpi,image/jpeg,http://archive.phonetics.ucla.edu/Language/ARZ/arz_word-list_1971_01.jpg,,262605
arz_word-list_1971_01_tif,arz_word-list_1971_01.tif,300 dpi,image/tiff,http://archive.phonetics.ucla.edu/Language/ARZ/arz_word-list_1971_01.tif,,5121696
arz_word-list_1971_02_jpg,arz_word-list_1971_02.jpg,300 dpi,image/jpeg,http://archive.phonetics.ucla.edu/Language/ARZ/arz_word-list_1971_02.jpg,,208932
arz_word-list_1971_02_tif,arz_word-list_1971_02.tif,300 dpi,image/tiff,http://archive.phonetics.ucla.edu/Language/ARZ/arz_word-list_1971_02.tif,,5294600
arz_word-list_1971_02_wav,arz_word-list_1971_02.wav,"44.1 K, 16-bit sound depth (bit rate=705 kbps)",audio/x-wav,http://archive.phonetics.ucla.edu/Language/ARZ/arz_word-list_1971_02.wav,,37940568
arz_word-list_1971_02_mp3,arz_word-list_1971_02.mp3,56 kbps,audio/mpeg,http://archive.phonetics.ucla.edu/Language/ARZ/arz_word-list_1971_02.mp3,,6883460
arz_word-list_1971_03_jpg,arz_word-list_1971_03.jpg,300 dpi,image/jpeg,http://archive.phonetics.ucla.edu/Language/ARZ/arz_word-list_1971_03.jpg,,238997
arz_word-list_1971_03_tif,arz_word-list_1971_03.tif,300 dpi,image/tiff,http://archive.phonetics.ucla.edu/Language/ARZ/arz_word-list_1971_03.tif,,6236620
arz_word-list_1971_04_jpg,arz_word-list_1971_04.jpg,300 dpi,image/jpeg,http://archive.phonetics.ucla.edu/Language/ARZ/arz_word-list_1971_04.jpg,,230714
arz_word-list_1971_04_tif,arz_word-list_1971_04.tif,300 dpi,image/tiff,http://archive.phonetics.ucla.edu/Language/ARZ/arz_word-list_1971_04.tif,,5791256
arz_word-list_1979_01_wav,arz_word-list_1979_01.wav,"44.1 K, 16-bit sound depth (bit rate=705 kbps)",audio/x-wav,http://archive.phonetics.ucla.edu/Language/ARZ/arz_word-list_1979_01.wav,,36974672
arz_word-list_1979_01_mp3,arz_word-list_1979_01.mp3,56 kbps,audio/mpeg,http://archive.phonetics.ucla.edu/Language/ARZ/arz_word-list_1979_01.mp3,,3354632
arz_word-list_1979_01_jpg,arz_word-list_1979_01.jpg,300 dpi,image/jpeg,http://archive.phonetics.ucla.edu/Language/ARZ/arz_word-list_1979_01.jpg,,237606
arz_word-list_1979_01_tif,arz_word-list_1979_01.tif,300 dpi,image/tiff,http://archive.phonetics.ucla.edu/Language/ARZ/arz_word-list_1979_01.tif,,5510264
arz_word-list_1979_02_jpg,arz_word-list_1979_02.jpg,300 dpi,image/jpeg,http://archive.phonetics.ucla.edu/Language/ARZ/arz_word-list_1979_02.jpg,,289244
arz_word-list_1979_02_tif,arz_word-list_1979_02.tif,300 dpi,image/tiff,http://archive.phonetics.ucla.edu/Language/ARZ/arz_word-list_1979_02.tif,,7530412
arz_word-list_1979_02_wav,arz_word-list_1979_02.wav,"44.1 K, 16-bit sound depth (bit rate=705 kbps)",audio/x-wav,http://archive.phonetics.ucla.edu/Language/ARZ/arz_word-list_1979_02.wav,,36341840
arz_word-list_1979_02_mp3,arz_word-list_1979_02.mp3,56 kpbs,audio/mpeg,http://archive.phonetics.ucla.edu/Language/ARZ/arz_word-list_1979_02.mp3,,3297372
arz_word-list_1979_03_jpg,arz_word-list_1979_03.jpg,300 dpi,image/jpeg,http://archive.phonetics.ucla.edu/Language/ARZ/arz_word-list_1979_03.jpg,,254102
arz_word-list_1979_03_tif,arz_word-list_1979_03.tif,300 dpi,image/tiff,http://archive.phonetics.ucla.edu/Language/ARZ/arz_word-list_1979_03.tif,,6065336
arz_word-list_1979_04_jpg,arz_word-list_1979_04.jpg,300 dpi,image/jpeg,http://archive.phonetics.ucla.edu/Language/ARZ/arz_word-list_1979_04.jpg,,284599
arz_word-list_1979_04_tif,arz_word-list_1979_04.tif,300 dpi,image/tiff,http://archive.phonetics.ucla.edu/Language/ARZ/arz_word-list_1979_04.tif,,6668728
arz_word-list_1981_01_wav,arz_word-list_1981_01.wav,"44.1 K, 16-bit sound depth (bit rate=705 kbps)",audio/x-wav,http://archive.phonetics.ucla.edu/Language/ARZ/arz_word-list_1981_01.wav,,24547408
arz_word-list_1981_01_mp3,arz_word-list_1981_01.mp3,56 kpbs,audio/mpeg,http://archive.phonetics.ucla.edu/Language/ARZ/arz_word-list_1981_01.mp3,,2227396
arz_word-list_1981_01_jpg,arz_word-list_1981_01.jpg,300 dpi,image/jpeg,http://archive.phonetics.ucla.edu/Language/ARZ/arz_word-list_1981_01.jpg,,371714
arz_word-list_1981_01_tif,arz_word-list_1981_01.tif,300 dpi,image/tiff,http://archive.phonetics.ucla.edu/Language/ARZ/arz_word-list_1981_01.tif,,8643600
arz_word-list_1981_02_jpg,arz_word-list_1981_02.jpg,300 dpi,image/jpeg,http://archive.phonetics.ucla.edu/Language/ARZ/arz_word-list_1981_02.jpg,,338658
arz_word-list_1981_02_tif,arz_word-list_1981_02.tif,300 dpi,image/tiff,http://archive.phonetics.ucla.edu/Language/ARZ/arz_word-list_1981_02.tif,,8643120
arz_word-list_1981_02_wav,arz_word-list_1981_02.wav,"44.1 K, 16-bit sound depth (bit rate=705 kbps)",audio/x-wav,http://archive.phonetics.ucla.edu/Language/ARZ/arz_word-list_1981_02.wav,,31668304
arz_word-list_1981_02_mp3,arz_word-list_1981_02.mp3,56 kbps,audio/mpeg,http://archive.phonetics.ucla.edu/Language/ARZ/arz_word-list_1981_02.mp3,,2873143
arz_word-list_1981_03_jpg,arz_word-list_1981_03.jpg,300 dpi,image/jpeg,http://archive.phonetics.ucla.edu/Language/ARZ/arz_word-list_1981_03.jpg,,336937
arz_word-list_1981_03_tif,arz_word-list_1981_03.tif,300 dpi,image/tiff,http://archive.phonetics.ucla.edu/Language/ARZ/arz_word-list_1981_03.tif,,8643232
arz_word-list_1981_04_jpg,arz_word-list_1981_04.jpg,300 dpi,image/jpeg,http://archive.phonetics.ucla.edu/Language/ARZ/arz_word-list_1981_04.jpg,,322616
arz_word-list_1981_04_tif,arz_word-list_1981_04.tif,300 dpi,image/tiff,http://archive.phonetics.ucla.edu/Language/ARZ/arz_word-list_1981_04.tif,,8708732
arz_word-list_1981_03_wav,arz_word-list_1981_03.wav,"44.1 K, 16-bit sound depth (bit rate=705 kbps)",audio/x-wav,http://archive.phonetics.ucla.edu/Language/ARZ/arz_word-list_1981_03.wav,,15022160
arz_word-list_1981_03_mp3,arz_word-list_1981_03.mp3,56 kbps,audio/mpeg,http://archive.phonetics.ucla.edu/Language/ARZ/arz_word-list_1981_03.mp3,,1363474
arz_word-list_1981_05_jpg,arz_word-list_1981_05.jpg,300 dpi,image/jpeg,http://archive.phonetics.ucla.edu/Language/ARZ/arz_word-list_1981_05.jpg,,334324
arz_word-list_1981_05_tif,arz_word-list_1981_05.tif,300 dpi,image/tiff,http://archive.phonetics.ucla.edu/Language/ARZ/arz_word-list_1981_05.tif,,8642908
arz_word-list_1981_06_jpg,arz_word-list_1981_06.jpg,300 dpi,image/jpeg,http://archive.phonetics.ucla.edu/Language/ARZ/arz_word-list_1981_06.jpg,,347810
arz_word-list_1981_06_tif,arz_word-list_1981_06.tif,300 dpi,image/tiff,http://archive.phonetics.ucla.edu/Language/ARZ/arz_word-list_1981_06.tif,,8643316
arz_word-list_1981_04_wav,arz_word-list_1981_04.wav,"44.1 K, 16-bit sound depth (bit rate=705 kbps)",audio/x-wav,http://archive.phonetics.ucla.edu/Language/ARZ/arz_word-list_1981_04.wav,,22005840
arz_word-list_1981_04_mp3,arz_word-list_1981_04.mp3,56 kpbs,audio/mpeg,http://archive.phonetics.ucla.edu/Language/ARZ/arz_word-list_1981_04.mp3,,1997101
arz_word-list_1981_07_jpg,arz_word-list_1981_07.jpg,300 dpi,image/jpeg,http://archive.phonetics.ucla.edu/Language/ARZ/arz_word-list_1981_07.jpg,,327531
arz_word-list_1981_07_tif,arz_word-list_1981_07.tif,300 dpi,image/tiff,http://archive.phonetics.ucla.edu/Language/ARZ/arz_word-list_1981_07.tif,,8618132
arz_word-list_1981_08_jpg,arz_word-list_1981_08.jpg,300 dpi,image/jpeg,http://archive.phonetics.ucla.edu/Language/ARZ/arz_word-list_1981_08.jpg,,604546
arz_word-list_1981_08_tif,arz_word-list_1981_08.tif,300 dpi,image/tiff,http://archive.phonetics.ucla.edu/Language/ARZ/arz_word-list_1981_08.tif,,18490828
arz_word-list_1984_01_wav,arz_word-list_1984_01.wav,"44.1 K, 16-bit sound depth (bit rate=705 kbps)",audio/x-wav,http://archive.phonetics.ucla.edu/Language/ARZ/arz_word-list_1984_01.wav,,59635792
arz_word-list_1984_01_mp3,arz_word-list_1984_01.mp3,56 kpbs,audio/mpeg,http://archive.phonetics.ucla.edu/Language/ARZ/arz_word-list_1984_01.mp3,,5410155
arz_word-list_1984_01_jpg,arz_word-list_1984_01.jpg,300 dpi,image/jpeg,http://archive.phonetics.ucla.edu/Language/ARZ/arz_word-list_1984_01.jpg,,391236
arz_word-list_1984_01_tif,arz_word-list_1984_01.tif,300 dpi,image/tiff,http://archive.phonetics.ucla.edu/Language/ARZ/arz_word-list_1984_01.tif,,7167848
arz_word-list_1984_02_jpg,arz_word-list_1984_02.jpg,300 dpi,image/jpeg,http://archive.phonetics.ucla.edu/Language/ARZ/arz_word-list_1984_02.jpg,,309744
arz_word-list_1984_02_tif,arz_word-list_1984_02.tif,300 dpi,image/tiff,http://archive.phonetics.ucla.edu/Language/ARZ/arz_word-list_1984_02.tif,,7028968
arz_word-list_1984_02_wav,arz_word-list_1984_02.wav,"44.1 K, 16-bit sound depth (bit rate=705 kbps)",audio/x-wav,http://archive.phonetics.ucla.edu/Language/ARZ/arz_word-list_1984_02.wav,,46139472
arz_word-list_1984_02_mp3,arz_word-list_1984_02.mp3,56 kbps,audio/mpeg,http://archive.phonetics.ucla.edu/Language/ARZ/arz_word-list_1984_02.mp3,,4185953
arz_word-list_1984_03_jpg,arz_word-list_1984_03.jpg,300 dpi,image/jpeg,http://archive.phonetics.ucla.edu/Language/ARZ/arz_word-list_1984_03.jpg,,373107
arz_word-list_1984_03_tif,arz_word-list_1984_03.tif,300 dpi,image/tiff,http://archive.phonetics.ucla.edu/Language/ARZ/arz_word-list_1984_03.tif,,7064084
arz_word-list_1984_04_jpg,arz_word-list_1984_04.jpg,300 dpi,image/jpeg,http://archive.phonetics.ucla.edu/Language/ARZ/arz_word-list_1984_04.jpg,,381078
arz_word-list_1984_04_tif,arz_word-list_1984_04.tif,300 dpi,image/tiff,http://archive.phonetics.ucla.edu/Language/ARZ/arz_word-list_1984_04.tif,,6339064
ale_eastern_word-list_1996_01_wav,ale_eastern_word-list_1996_01.wav,"48 K, 16-bit sound depth (bit rate=768 kpbs)",audio/x-wav,http://archive.phonetics.ucla.edu/Language/ALE_EASTERN/ale_eastern_word-list_1996_01.wav,,25392702
ale_eastern_word-list_1996_01_mp3,ale_eastern_word-list_1996_01.mp3,56 kpbs,audio/mpeg,http://archive.phonetics.ucla.edu/Language/ALE_EASTERN/ale_eastern_word-list_1996_01.mp3,,1851977
ale_eastern_word-list_1996_01_jpg,ale_eastern_word-list_1996_01.jpg,300 dpi,image/jpeg,http://archive.phonetics.ucla.edu/Language/ALE_EASTERN/ale_eastern_word-list_1996_01.jpg,,551021
ale_eastern_word-list_1996_01_tif,ale_eastern_word-list_1996_01.tif,300 dpi,image/tiff,http://archive.phonetics.ucla.edu/Language/ALE_EASTERN/ale_eastern_word-list_1996_01.tif,,3608470
ale_eastern_word-list_1996_02_wav,ale_eastern_word-list_1996_02.wav,"48 K, 16-bit sound depth (bit rate=768 kpbs)",audio/x-wav,http://archive.phonetics.ucla.edu/Language/ALE_EASTERN/ale_eastern_word-list_1996_02.wav,,12960488
ale_eastern_word-list_1996_02_mp3,ale_eastern_word-list_1996_02.mp3,56 kpbs,audio/mpeg,http://archive.phonetics.ucla.edu/Language/ALE_EASTERN/ale_eastern_word-list_1996_02.mp3,,945371
ale_eastern_word-list_1996_02_jpg,ale_eastern_word-list_1996_02.jpg,300 dpi,image/jpeg,http://archive.phonetics.ucla.edu/Language/ALE_EASTERN/ale_eastern_word-list_1996_02.jpg,,514694
ale_eastern_word-list_1996_02_tif,ale_eastern_word-list_1996_02.tif,300 dpi,image/tiff,http://archive.phonetics.ucla.edu/Language/ALE_EASTERN/ale_eastern_word-list_1996_02.tif,,3212608
ale_eastern_word-list_1996_03_wav,ale_eastern_word-list_1996_03.wav,"48 K, 16-bit sound depth (bit rate=768 kpbs)",audio/x-wav,http://archive.phonetics.ucla.edu/Language/ALE_EASTERN/ale_eastern_word-list_1996_03.wav,,10086108
