ID,Name,Description,Media_Type,Download_URL,Path_In_Zip,size
myp_word-list_1995_60_mp3,myp_word-list_1995_60.mp3,56 kpbs,audio/mpeg,http://archive.phonetics.ucla.edu/Language/MYP/myp_word-list_1995_60.mp3,,583808
myp_word-list_1995_61_wav,myp_word-list_1995_61.wav,"48K, 16-bit sound depth (bit rate=768 kbps)",audio/x-wav,http://archive.phonetics.ucla.edu/Language/MYP/myp_word-list_1995_61.wav,,28757484
myp_word-list_1995_61_mp3,myp_word-list_1995_61.mp3,56 kpbs,audio/mpeg,http://archive.phonetics.ucla.edu/Language/MYP/myp_word-list_1995_61.mp3,,2099328
myp_word-list_1995_62_wav,myp_word-list_1995_62.wav,"48K, 16-bit sound depth (bit rate=768 kbps)",audio/x-wav,http://archive.phonetics.ucla.edu/Language/MYP/myp_word-list_1995_62.wav,,10578418
myp_word-list_1995_62_mp3,myp_word-list_1995_62.mp3,56 kpbs,audio/mpeg,http://archive.phonetics.ucla.edu/Language/MYP/myp_word-list_1995_62.mp3,,772224
myp_word-list_1995_63_wav,myp_word-list_1995_63.wav,"48K, 16-bit sound depth (bit rate=768 kbps)",audio/x-wav,http://archive.phonetics.ucla.edu/Language/MYP/myp_word-list_1995_63.wav,,34499366
myp_word-list_1995_63_mp3,myp_word-list_1995_63.mp3,56 kpbs,audio/mpeg,http://archive.phonetics.ucla.edu/Language/MYP/myp_word-list_1995_63.mp3,,2517120
myp_word-list_1995_74_jpg,myp_word-list_1995_74.jpg,300 dpi,image/jpeg,http://archive.phonetics.ucla.edu/Language/MYP/myp_word-list_1995_74.jpg,,689909
myp_word-list_1995_74_tif,myp_word-list_1995_74.tif,300 dpi,image/tiff,http://archive.phonetics.ucla.edu/Language/MYP/myp_word-list_1995_74.tif,,5981284
myp_word-list_1995_75_jpg,myp_word-list_1995_75.jpg,300 dpi,image/jpeg,http://archive.phonetics.ucla.edu/Language/MYP/myp_word-list_1995_75.jpg,,694908
myp_word-list_1995_75_tif,myp_word-list_1995_75.tif,300 dpi,image/tiff,http://archive.phonetics.ucla.edu/Language/MYP/myp_word-list_1995_75.tif,,6030498
myp_word-list_1995_64_wav,myp_word-list_1995_64.wav,"48K, 16-bit sound depth (bit rate=768 kbps)",audio/x-wav,http://archive.phonetics.ucla.edu/Language/MYP/myp_word-list_1995_64.wav,,24527982
myp_word-list_1995_64_mp3,myp_word-list_1995_64.mp3,56 kpbs,audio/mpeg,http://archive.phonetics.ucla.edu/Language/MYP/myp_word-list_1995_64.mp3,,1790080
myp_word-list_1995_76_jpg,myp_word-list_1995_76.jpg,300 dpi,image/jpeg,http://archive.phonetics.ucla.edu/Language/MYP/myp_word-list_1995_76.jpg,,680384
myp_word-list_1995_76_tif,myp_word-list_1995_76.tif,300 dpi,image/tiff,http://archive.phonetics.ucla.edu/Language/MYP/myp_word-list_1995_76.tif,,5977532
myp_word-list_1995_65_wav,myp_word-list_1995_65.wav,"48K, 16-bit sound depth (bit rate=768 kbps)",audio/x-wav,http://archive.phonetics.ucla.edu/Language/MYP/myp_word-list_1995_65.wav,,14339342
myp_word-list_1995_65_mp3,myp_word-list_1995_65.mp3,56 kpbs,audio/mpeg,http://archive.phonetics.ucla.edu/Language/MYP/myp_word-list_1995_65.mp3,,1046656
myp_word-list_1995_77_jpg,myp_word-list_1995_77.jpg,300 dpi,image/jpeg,http://archive.phonetics.ucla.edu/Language/MYP/myp_word-list_1995_77.jpg,,557477
myp_word-list_1995_77_tif,myp_word-list_1995_77.tif,300 dpi,image/tiff,http://archive.phonetics.ucla.edu/Language/MYP/myp_word-list_1995_77.tif,,5422140
myp_word-list_1995_66_wav,myp_word-list_1995_66.wav,"48K, 16-bit sound depth (bit rate=768 kbps)",audio/x-wav,http://archive.phonetics.ucla.edu/Language/MYP/myp_word-list_1995_66.wav,,37645816
myp_word-list_1995_66_mp3,myp_word-list_1995_66.mp3,56 kpbs,audio/mpeg,http://archive.phonetics.ucla.edu/Language/MYP/myp_word-list_1995_66.mp3,,2746496
myp_word-list_1995_78_jpg,myp_word-list_1995_78.jpg,300 dpi,image/jpeg,http://archive.phonetics.ucla.edu/Language/MYP/myp_word-list_1995_78.jpg,,565477
myp_word-list_1995_78_tif,myp_word-list_1995_78.tif,300 dpi,image/tiff,http://archive.phonetics.ucla.edu/Language/MYP/myp_word-list_1995_78.tif,,5469368
myp_word-list_1995_79_jpg,myp_word-list_1995_79.jpg,300 dpi,image/jpeg,http://archive.phonetics.ucla.edu/Language/MYP/myp_word-list_1995_79.jpg,,571682
myp_word-list_1995_79_tif,myp_word-list_1995_79.tif,300 dpi,image/tiff,http://archive.phonetics.ucla.edu/Language/MYP/myp_word-list_1995_79.tif,,5420890
myp_word-list_1995_67_wav,myp_word-list_1995_67.wav,"48K, 16-bit sound depth (bit rate=768 kbps)",audio/x-wav,http://archive.phonetics.ucla.edu/Language/MYP/myp_word-list_1995_67.wav,,15955784
myp_word-list_1995_67_mp3,myp_word-list_1995_67.mp3,56 kpbs,audio/mpeg,http://archive.phonetics.ucla.edu/Language/MYP/myp_word-list_1995_67.mp3,,1165440
myp_word-list_1995_80_jpg,myp_word-list_1995_80.jpg,300 dpi,image/jpeg,http://archive.phonetics.ucla.edu/Language/MYP/myp_word-list_1995_80.jpg,,588049
myp_word-list_1995_68_wav,myp_word-list_1995_68.wav,"48K, 16-bit sound depth (bit rate=768 kbps)",audio/x-wav,http://archive.phonetics.ucla.edu/Language/MYP/myp_word-list_1995_68.wav,,29274916
myp_word-list_1995_68_mp3,myp_word-list_1995_68.mp3,56 kpbs,audio/mpeg,http://archive.phonetics.ucla.edu/Language/MYP/myp_word-list_1995_68.mp3,,2136192
myp_word-list_1995_81_jpg,myp_word-list_1995_81.jpg,300 dpi,image/jpeg,http://archive.phonetics.ucla.edu/Language/MYP/myp_word-list_1995_81.jpg,,582624
myp_word-list_1995_81_tif,myp_word-list_1995_81.tif,300 dpi,image/tiff,http://archive.phonetics.ucla.edu/Language/MYP/myp_word-list_1995_81.tif,,5523020
myp_word-list_1995_82_jpg,myp_word-list_1995_82.jpg,300 dpi,image/jpeg,http://archive.phonetics.ucla.edu/Language/MYP/myp_word-list_1995_82.jpg,,616904
myp_word-list_1995_82_tif,myp_word-list_1995_82.tif,300 dpi,image/tiff,http://archive.phonetics.ucla.edu/Language/MYP/myp_word-list_1995_82.tif,,5591630
myp_word-list_1995_69_wav,myp_word-list_1995_69.wav,"48K, 16-bit sound depth (bit rate=768 kbps)",audio/x-wav,http://archive.phonetics.ucla.edu/Language/MYP/myp_word-list_1995_69.wav,,15029904
myp_word-list_1995_69_mp3,myp_word-list_1995_69.mp3,56 kpbs,audio/mpeg,http://archive.phonetics.ucla.edu/Language/MYP/myp_word-list_1995_69.mp3,,1097856
myp_word-list_1995_83_jpg,myp_word-list_1995_83.jpg,300 dpi,image/jpeg,http://archive.phonetics.ucla.edu/Language/MYP/myp_word-list_1995_83.jpg,,530269
myp_word-list_1995_83_tif,myp_word-list_1995_83.tif,300 dpi,image/tiff,http://archive.phonetics.ucla.edu/Language/MYP/myp_word-list_1995_83.tif,,5398866
myp_word-list_1995_70_wav,myp_word-list_1995_70.wav,"48K, 16-bit sound depth (bit rate=768 kbps)",audio/x-wav,http://archive.phonetics.ucla.edu/Language/MYP/myp_word-list_1995_70.wav,,9998420
myp_word-list_1995_70_mp3,myp_word-list_1995_70.mp3,56 kpbs,audio/mpeg,http://archive.phonetics.ucla.edu/Language/MYP/myp_word-list_1995_70.mp3,,731264
myp_word-list_1995_84_jpg,myp_word-list_1995_84.jpg,300 dpi,image/jpeg,http://archive.phonetics.ucla.edu/Language/MYP/myp_word-list_1995_84.jpg,,590602
myp_word-list_1995_84_tif,myp_word-list_1995_84.tif,300 dpi,image/tiff,http://archive.phonetics.ucla.edu/Language/MYP/myp_word-list_1995_84.tif,,5610698
myp_word-list_1995_71_wav,myp_word-list_1995_71.wav,"48K, 16-bit sound depth (bit rate=768 kbps)",audio/x-wav,http://archive.phonetics.ucla.edu/Language/MYP/myp_word-list_1995_71.wav,,14952162
myp_word-list_1995_71_mp3,myp_word-list_1995_71.mp3,56 kpbs,audio/mpeg,http://archive.phonetics.ucla.edu/Language/MYP/myp_word-list_1995_71.mp3,,1091712
myp_word-list_1995_85_jpg,myp_word-list_1995_85.jpg,300 dpi,image/jpeg,http://archive.phonetics.ucla.edu/Language/MYP/myp_word-list_1995_85.jpg,,573574
myp_word-list_1995_85_tif,myp_word-list_1995_85.tif,300 dpi,image/tiff,http://archive.phonetics.ucla.edu/Language/MYP/myp_word-list_1995_85.tif,,5470850
myp_word-list_1995_86_jpg,myp_word-list_1995_86.jpg,300 dpi,image/jpeg,http://archive.phonetics.ucla.edu/Language/MYP/myp_word-list_1995_86.jpg,,636691
myp_word-list_1995_86_tif,myp_word-list_1995_86.tif,300 dpi,image/tiff,http://archive.phonetics.ucla.edu/Language/MYP/myp_word-list_1995_86.tif,,5757458
myp_word-list_1995_72_wav,myp_word-list_1995_72.wav,"48K, 16-bit sound depth (bit rate=768 kbps)",audio/x-wav,http://archive.phonetics.ucla.edu/Language/MYP/myp_word-list_1995_72.wav,,18019128
myp_word-list_1995_72_mp3,myp_word-list_1995_72.mp3,56 kpbs,audio/mpeg,http://archive.phonetics.ucla.edu/Language/MYP/myp_word-list_1995_72.mp3,,1314944
myp_word-list_1995_73_wav,myp_word-list_1995_73.wav,"48K, 16-bit sound depth (bit rate=768 kbps)",audio/x-wav,http://archive.phonetics.ucla.edu/Language/MYP/myp_word-list_1995_73.wav,,25939154
myp_word-list_1995_73_mp3,myp_word-list_1995_73.mp3,56 kpbs,audio/mpeg,http://archive.phonetics.ucla.edu/Language/MYP/myp_word-list_1995_73.mp3,,1892480
myp_word-list_1995_87_jpg,myp_word-list_1995_87.jpg,300 dpi,image/jpeg,http://archive.phonetics.ucla.edu/Language/MYP/myp_word-list_1995_87.jpg,,577927
myp_word-list_1995_87_tif,myp_word-list_1995_87.tif,300 dpi,image/tiff,http://archive.phonetics.ucla.edu/Language/MYP/myp_word-list_1995_87.tif,,5414174
myp_word-list_1995_74_wav,myp_word-list_1995_74.wav,"48K, 16-bit sound depth (bit rate=768 kbps)",audio/x-wav,http://archive.phonetics.ucla.edu/Language/MYP/myp_word-list_1995_74.wav,,16507324
myp_word-list_1995_74_mp3,myp_word-list_1995_74.mp3,56 kpbs,audio/mpeg,http://archive.phonetics.ucla.edu/Language/MYP/myp_word-list_1995_74.mp3,,1204352
myp_word-list_1995_75_wav,myp_word-list_1995_75.wav,"48K, 16-bit sound depth (bit rate=768 kbps)",audio/x-wav,http://archive.phonetics.ucla.edu/Language/MYP/myp_word-list_1995_75.wav,,43088684
myp_word-list_1995_75_mp3,myp_word-list_1995_75.mp3,56 kpbs,audio/mpeg,http://archive.phonetics.ucla.edu/Language/MYP/myp_word-list_1995_75.mp3,,3143808
myp_word-list_1995_88_jpg,myp_word-list_1995_88.jpg,300 dpi,image/jpeg,http://archive.phonetics.ucla.edu/Language/MYP/myp_word-list_1995_88.jpg,,622821
myp_word-list_1995_88_tif,myp_word-list_1995_88.tif,300 dpi,image/tiff,http://archive.phonetics.ucla.edu/Language/MYP/myp_word-list_1995_88.tif,,5670680
myp_word-list_1995_89_jpg,myp_word-list_1995_89.jpg,300 dpi,image/jpeg,http://archive.phonetics.ucla.edu/Language/MYP/myp_word-list_1995_89.jpg,,605328
myp_word-list_1995_89_tif,myp_word-list_1995_89.tif,300 dpi,image/tiff,http://archive.phonetics.ucla.edu/Language/MYP/myp_word-list_1995_89.tif,,5621340
myp_word-list_1995_76_wav,myp_word-list_1995_76.wav,"48K, 16-bit sound depth (bit rate=768 kbps)",audio/x-wav,http://archive.phonetics.ucla.edu/Language/MYP/myp_word-list_1995_76.wav,,49392044
myp_word-list_1995_76_mp3,myp_word-list_1995_76.mp3,56 kpbs,audio/mpeg,http://archive.phonetics.ucla.edu/Language/MYP/myp_word-list_1995_76.mp3,,3602560
lkt_word-list_1983_01_wav,lkt_word-list_1983_01.wav,"44.1 kHz, 16-bit sound depth (bit rate=705 kbps)",audio/x-wav,http://archive.phonetics.ucla.edu/Language/LKT/lkt_word-list_1983_01.wav,,14696492
lkt_word-list_1983_01_mp3,lkt_word-list_1983_01.mp3,56 kbps,audio/mpeg,http://archive.phonetics.ucla.edu/Language/LKT/lkt_word-list_1983_01.mp3,,2667089
lkt_word-list_1983_01_jpg,lkt_word-list_1983_01.jpg,300 dpi,image/jpeg,http://archive.phonetics.ucla.edu/Language/LKT/lkt_word-list_1983_01.jpg,,405912
lkt_word-list_1983_01_tif,lkt_word-list_1983_01.tif,300 dpi,image/tiff,http://archive.phonetics.ucla.edu/Language/LKT/lkt_word-list_1983_01.tif,,6067444
lkt_word-list_1983_02_wav,lkt_word-list_1983_02.wav,"44.1 kHz, 16-bit sound depth (bit rate=705 kbps)",audio/x-wav,http://archive.phonetics.ucla.edu/Language/LKT/lkt_word-list_1983_02.wav,,28468268
lkt_word-list_1983_02_mp3,lkt_word-list_1983_02.mp3,56 kbps,audio/mpeg,http://archive.phonetics.ucla.edu/Language/LKT/lkt_word-list_1983_02.mp3,,5165231
lkt_word-list_1983_02_jpg,lkt_word-list_1983_02.jpg,300 dpi,image/jpeg,http://archive.phonetics.ucla.edu/Language/LKT/lkt_word-list_1983_02.jpg,,1748551
lkt_word-list_1983_02_tif,lkt_word-list_1983_02.tif,300 dpi,image/tiff,http://archive.phonetics.ucla.edu/Language/LKT/lkt_word-list_1983_02.tif,,25982380
fra_word-list_1966_01_wav,fra_word-list_1966_01.wav,"44.1 K, 16-bit sound depth (bit rate=705 kbps)",audio/x-wav,http://archive.phonetics.ucla.edu/Language/FRA/fra_word-list_1966_01.wav,,37433112
fra_word-list_1966_01_mp3,fra_word-list_1966_01.mp3,56 kbps,audio/mpeg,http://archive.phonetics.ucla.edu/Language/FRA/fra_word-list_1966_01.mp3,,6791510
fra_word-list_1966_01_jpg,fra_word-list_1966_01.jpg,300 dpi,image/jpeg,http://archive.phonetics.ucla.edu/Language/FRA/fra_word-list_1966_01.jpg,,1746858
fra_word-list_1966_01_tif,fra_word-list_1966_01.tif,300 dpi,image/tiff,http://archive.phonetics.ucla.edu/Language/FRA/fra_word-list_1966_01.tif,,16106856
fra_word-list_1966_02_jpg,fra_word-list_1966_02.jpg,300 dpi,image/jpeg,http://archive.phonetics.ucla.edu/Language/FRA/fra_word-list_1966_02.jpg,,1517923
fra_word-list_1966_02_tif,fra_word-list_1966_02.tif,300 dpi,image/tiff,http://archive.phonetics.ucla.edu/Language/FRA/fra_word-list_1966_02.tif,,14495576
fra_word-list_1966_02_wav,fra_word-list_1966_02.wav,"44.1 K, 16-bit sound depth (bit rate=705 kbps)",audio/x-wav,http://archive.phonetics.ucla.edu/Language/FRA/fra_word-list_1966_02.wav,,12139458
fra_word-list_1966_02_mp3,fra_word-list_1966_02.mp3,56 kbps,audio/mpeg,http://archive.phonetics.ucla.edu/Language/FRA/fra_word-list_1966_02.mp3,,2203154
fra_word-list_1966_03_jpg,fra_word-list_1966_03.jpg,300 dpi,image/jpeg,http://archive.phonetics.ucla.edu/Language/FRA/fra_word-list_1966_03.jpg,,318939
fra_word-list_1966_03_tif,fra_word-list_1966_03.tif,300 dpi,image/tiff,http://archive.phonetics.ucla.edu/Language/FRA/fra_word-list_1966_03.tif,,6457892
fra_word-list_1983_01_wav,fra_word-list_1983_01.wav,"44.1 K, 16-bit sound depth (bit rate=705 kbps)",audio/x-wav,http://archive.phonetics.ucla.edu/Language/FRA/fra_word-list_1983_01.wav,,10824718
fra_word-list_1983_01_mp3,fra_word-list_1983_01.mp3,56 kbps,audio/mpeg,http://archive.phonetics.ucla.edu/Language/FRA/fra_word-list_1983_01.mp3,,1964500
fra_word-list_1983_01_jpg,fra_word-list_1983_01.jpg,300 dpi,image/jpeg,http://archive.phonetics.ucla.edu/Language/FRA/fra_word-list_1983_01.jpg,,784785
fra_word-list_1983_01_tif,fra_word-list_1983_01.tif,300 dpi,image/tiff,http://archive.phonetics.ucla.edu/Language/FRA/fra_word-list_1983_01.tif,,11945264
fra_word-list_1983_02_wav,fra_word-list_1983_02.wav,"44.1 K, 16-bit sound depth (bit rate=705 kbps)",audio/x-wav,http://archive.phonetics.ucla.edu/Language/FRA/fra_word-list_1983_02.wav,,35798886
fra_word-list_1983_02_mp3,fra_word-list_1983_02.mp3,56 kbps,audio/mpeg,http://archive.phonetics.ucla.edu/Language/FRA/fra_word-list_1983_02.mp3,,6495177
fra_word-list_1983_02_jpg,fra_word-list_1983_02.jpg,300 dpi,image/jpeg,http://archive.phonetics.ucla.edu/Language/FRA/fra_word-list_1983_02.jpg,,1983767
fra_word-list_1983_02_tif,fra_word-list_1983_02.tif,300 dpi,image/tiff,http://archive.phonetics.ucla.edu/Language/FRA/fra_word-list_1983_02.tif,,16833096
fra_passage_1983_01_wav,fra_passage_1983_01.wav,"44.1 K, 16-bit sound depth (bit rate=705 kbps)",audio/x-wav,http://archive.phonetics.ucla.edu/Language/FRA/fra_passage_1983_01.wav,,6627628
fra_passage_1983_01_mp3,fra_passage_1983_01.mp3,56 kbps,audio/mpeg,http://archive.phonetics.ucla.edu/Language/FRA/fra_passage_1983_01.mp3,,1203394
fra_passage_1983_01_jpg,fra_passage_1983_01.jpg,300 dpi,image/jpeg,http://archive.phonetics.ucla.edu/Language/FRA/fra_passage_1983_01.jpg,,1152689
fra_passage_1983_01_tif,fra_passage_1983_01.tif,300 dpi,image/tiff,http://archive.phonetics.ucla.edu/Language/FRA/fra_passage_1983_01.tif,,8609388
fra_word-list_1983_03_wav,fra_word-list_1983_03.wav,"44.1 K, 16-bit sound depth (bit rate=705 kbps)",audio/x-wav,http://archive.phonetics.ucla.edu/Language/FRA/fra_word-list_1983_03.wav,,45828870
fra_word-list_1983_03_mp3,fra_word-list_1983_03.mp3,56 kbps,audio/mpeg,http://archive.phonetics.ucla.edu/Language/FRA/fra_word-list_1983_03.mp3,,8314554
fra_word-list_1983_03_jpg,fra_word-list_1983_03.jpg,300 dpi,image/jpeg,http://archive.phonetics.ucla.edu/Language/FRA/fra_word-list_1983_03.jpg,,1039004
fra_word-list_1983_03_tif,fra_word-list_1983_03.tif,300 dpi,image/tiff,http://archive.phonetics.ucla.edu/Language/FRA/fra_word-list_1983_03.tif,,16363748
fra_word-list_1983_04_jpg,fra_word-list_1983_04.jpg,300 dpi,image/jpeg,http://archive.phonetics.ucla.edu/Language/FRA/fra_word-list_1983_04.jpg,,1061530
fra_word-list_1983_04_tif,fra_word-list_1983_04.tif,300 dpi,image/tiff,http://archive.phonetics.ucla.edu/Language/FRA/fra_word-list_1983_04.tif,,17349188
fra_word-list_1993_01_wav,fra_word-list_1993_01.wav,"44.1 K, 16-bit sound depth (bit rate=705 kbps)",audio/x-wav,http://archive.phonetics.ucla.edu/Language/FRA/fra_word-list_1993_01.wav,,55791706
fra_word-list_1993_01_mp3,fra_word-list_1993_01.mp3,56 kbps,audio/mpeg,http://archive.phonetics.ucla.edu/Language/FRA/fra_word-list_1993_01.mp3,,10121809
fra_word-list_1993_01_jpg,fra_word-list_1993_01.jpg,300 dpi,image/jpeg,http://archive.phonetics.ucla.edu/Language/FRA/fra_word-list_1993_01.jpg,,1265159
fra_word-list_1993_01_tif,fra_word-list_1993_01.tif,300 dpi,image/tiff,http://archive.phonetics.ucla.edu/Language/FRA/fra_word-list_1993_01.tif,,18219840
fra_word-list_2000_01_wav,fra_word-list_2000_01.wav,"44.1 K, 16-bit sound depth (bit rate=705 kbps)",audio/x-wav,http://archive.phonetics.ucla.edu/Language/FRA/fra_word-list_2000_01.wav,,8176938
fra_word-list_2000_01_mp3,fra_word-list_2000_01.mp3,56 kbps,audio/mpeg,http://archive.phonetics.ucla.edu/Language/FRA/fra_word-list_2000_01.mp3,,1484265
fra_word-list_2000_01_jpg,fra_word-list_2000_01.jpg,300 dpi,image/jpeg,http://archive.phonetics.ucla.edu/Language/FRA/fra_word-list_2000_01.jpg,,727890
fra_word-list_2000_01_tif,fra_word-list_2000_01.tif,300 dpi,image/tiff,http://archive.phonetics.ucla.edu/Language/FRA/fra_word-list_2000_01.tif,,10333736
fra_word-list_0000_01_wav,fra_word-list_0000_01.wav,"44.1 K, 16-bit sound depth (bit rate=705 kbps)",audio/x-wav,http://archive.phonetics.ucla.edu/Language/FRA/fra_word-list_0000_01.wav,,23277724
fra_word-list_0000_01_mp3,fra_word-list_0000_01.mp3,56 kbps,audio/mpeg,http://archive.phonetics.ucla.edu/Language/FRA/fra_word-list_0000_01.mp3,,4223569
fra_word-list_0000_01_jpg,fra_word-list_0000_01.jpg,300 dpi,image/jpeg,http://archive.phonetics.ucla.edu/Language/FRA/fra_word-list_0000_01.jpg,,3702873
fra_word-list_0000_01_tif,fra_word-list_0000_01.tif,300 dpi,image/tiff,http://archive.phonetics.ucla.edu/Language/FRA/fra_word-list_0000_01.tif,,26788428
fra_word-list_0000_02_jpg,fra_word-list_0000_02.jpg,300 dpi,image/jpeg,http://archive.phonetics.ucla.edu/Language/FRA/fra_word-list_0000_02.jpg,,3385053
fra_word-list_0000_02_tif,fra_word-list_0000_02.tif,300 dpi,image/tiff,http://archive.phonetics.ucla.edu/Language/FRA/fra_word-list_0000_02.tif,,26944844
ibb_word-list_1984_01_wav,ibb_word-list_1984_01.wav,"44.1 K, 16-bit sound depth (bit rate=705 kbps)",audio/x-wav,http://archive.phonetics.ucla.edu/Language/IBB/ibb_word-list_1984_01.wav,,35466768
ibb_word-list_1984_01_mp3,ibb_word-list_1984_01.mp3,56 kpbs,audio/mpeg,http://archive.phonetics.ucla.edu/Language/IBB/ibb_word-list_1984_01.mp3,,2816128
ibb_word-list_1984_01_jpg,ibb_word-list_1984_01.jpg,300 dpi,image/jpeg,http://archive.phonetics.ucla.edu/Language/IBB/ibb_word-list_1984_01.jpg,,531270
ibb_word-list_1984_01_tif,ibb_word-list_1984_01.tif,300 dpi,image/tiff,http://archive.phonetics.ucla.edu/Language/IBB/ibb_word-list_1984_01.tif,,2779226
ibb_word-list_1984_08_jpg,ibb_word-list_1984_08.jpg,300 dpi,image/jpeg,http://archive.phonetics.ucla.edu/Language/IBB/ibb_word-list_1984_08.jpg,,486369
ibb_word-list_1984_08_tif,ibb_word-list_1984_08.tif,300 dpi,image/tiff,http://archive.phonetics.ucla.edu/Language/IBB/ibb_word-list_1984_08.tif,,2086232
ibb_word-list_1984_02_wav,ibb_word-list_1984_02.wav,"44.1 K, 16-bit sound depth (bit rate=705 kbps)",audio/x-wav,http://archive.phonetics.ucla.edu/Language/IBB/ibb_word-list_1984_02.wav,,18485232
ibb_word-list_1984_02_mp3,ibb_word-list_1984_02.mp3,56 kpbs,audio/mpeg,http://archive.phonetics.ucla.edu/Language/IBB/ibb_word-list_1984_02.mp3,,1468544
ibb_word-list_1984_07_jpg,ibb_word-list_1984_07.jpg,300 dpi,image/jpeg,http://archive.phonetics.ucla.edu/Language/IBB/ibb_word-list_1984_07.jpg,,544735
ibb_word-list_1984_06_tif,ibb_word-list_1984_06.tif,300 dpi,image/tiff,http://archive.phonetics.ucla.edu/Language/IBB/ibb_word-list_1984_06.tif,,1363286
ibb_word-list_1984_06_jpg,ibb_word-list_1984_06.jpg,300 dpi,image/jpeg,http://archive.phonetics.ucla.edu/Language/IBB/ibb_word-list_1984_06.jpg,,286053
ibb_word-list_1984_03_wav,ibb_word-list_1984_03.wav,"44.1 K, 16-bit sound depth (bit rate=705 kbps)",audio/x-wav,http://archive.phonetics.ucla.edu/Language/IBB/ibb_word-list_1984_03.wav,,25620994
ibb_word-list_1984_03_mp3,ibb_word-list_1984_03.mp3,56 kpbs,audio/mpeg,http://archive.phonetics.ucla.edu/Language/IBB/ibb_word-list_1984_03.mp3,,2035840
ibb_word-list_1984_05_jpg,ibb_word-list_1984_05.jpg,300 dpi,image/jpeg,http://archive.phonetics.ucla.edu/Language/IBB/ibb_word-list_1984_05.jpg,,595530
ibb_word-list_1984_05_tif,ibb_word-list_1984_05.tif,300 dpi,image/tiff,http://archive.phonetics.ucla.edu/Language/IBB/ibb_word-list_1984_05.tif,,3312386
ibb_word-list_1984_04_jpg,ibb_word-list_1984_04.jpg,300 dpi,image/jpeg,http://archive.phonetics.ucla.edu/Language/IBB/ibb_word-list_1984_04.jpg,,133913
ibb_word-list_1984_04_tif,ibb_word-list_1984_04.tif,300 dpi,image/tiff,http://archive.phonetics.ucla.edu/Language/IBB/ibb_word-list_1984_04.tif,,652140
ibb_word-list_1984_04_wav,ibb_word-list_1984_04.wav,"44.1 K, 16-bit sound depth (bit rate=705 kbps)",audio/x-wav,http://archive.phonetics.ucla.edu/Language/IBB/ibb_word-list_1984_04.wav,,17141914
ibb_word-list_1984_04_mp3,ibb_word-list_1984_04.mp3,56 kpbs,audio/mpeg,http://archive.phonetics.ucla.edu/Language/IBB/ibb_word-list_1984_04.mp3,,1362048
ibb_word-list_1984_03_jpg,ibb_word-list_1984_03.jpg,300 dpi,image/jpeg,http://archive.phonetics.ucla.edu/Language/IBB/ibb_word-list_1984_03.jpg,,317126
ibb_word-list_1984_03_tif,ibb_word-list_1984_03.tif,300 dpi,image/tiff,http://archive.phonetics.ucla.edu/Language/IBB/ibb_word-list_1984_03.tif,,1349436
ibb_word-list_1984_02_jpg,ibb_word-list_1984_02.jpg,300 dpi,image/jpeg,http://archive.phonetics.ucla.edu/Language/IBB/ibb_word-list_1984_02.jpg,,470978
ibb_word-list_1984_02_tif,ibb_word-list_1984_02.tif,300 dpi,image/tiff,http://archive.phonetics.ucla.edu/Language/IBB/ibb_word-list_1984_02.tif,,1725952
ibb_word-list_1984_05_wav,ibb_word-list_1984_05.wav,"44.1 K, 16-bit sound depth (bit rate=705 kbps)",audio/x-wav,http://archive.phonetics.ucla.edu/Language/IBB/ibb_word-list_1984_05.wav,,25895852
ibb_word-list_1984_05_mp3,ibb_word-list_1984_05.mp3,56 kpbs,audio/mpeg,http://archive.phonetics.ucla.edu/Language/IBB/ibb_word-list_1984_05.mp3,,2056320
ibb_word-list_1984_06_wav,ibb_word-list_1984_06.wav,"44.1 K, 16-bit sound depth (bit rate=705 kbps)",audio/x-wav,http://archive.phonetics.ucla.edu/Language/IBB/ibb_word-list_1984_06.wav,,10801718
ibb_word-list_1984_06_mp3,ibb_word-list_1984_06.mp3,56 kpbs,audio/mpeg,http://archive.phonetics.ucla.edu/Language/IBB/ibb_word-list_1984_06.mp3,,858240
ibb_word-list_1984_07_wav,ibb_word-list_1984_07.wav,"44.1 K, 16-bit sound depth (bit rate=705 kbps)",audio/x-wav,http://archive.phonetics.ucla.edu/Language/IBB/ibb_word-list_1984_07.wav,,23430652
ibb_word-list_1984_07_mp3,ibb_word-list_1984_07.mp3,56 kpbs,audio/mpeg,http://archive.phonetics.ucla.edu/Language/IBB/ibb_word-list_1984_07.mp3,,1861760
ibb_word-list_1984_08_wav,ibb_word-list_1984_08.wav,"44.1 K, 16-bit sound depth (bit rate=705 kbps)",audio/x-wav,http://archive.phonetics.ucla.edu/Language/IBB/ibb_word-list_1984_08.wav,,31704886
ibb_word-list_1984_08_mp3,ibb_word-list_1984_08.mp3,56 kpbs,audio/mpeg,http://archive.phonetics.ucla.edu/Language/IBB/ibb_word-list_1984_08.mp3,,2517120
ibb_word-list_1984_07_tif,ibb_word-list_1984_07.tif,300 dpi,image/tiff,http://archive.phonetics.ucla.edu/Language/IBB/ibb_word-list_1984_07.tif,,2334736
ibb_word-list_1984_09_wav,ibb_word-list_1984_09.wav,"44.1 K, 16-bit sound depth (bit rate=705 kbps)",audio/x-wav,http://archive.phonetics.ucla.edu/Language/IBB/ibb_word-list_1984_09.wav,,34543234
